Date,Gas_prices
1/1/2007,2.4
1/8/2007,2.385
1/15/2007,2.336
1/22/2007,2.28
1/29/2007,2.239
2/5/2007,2.24
2/12/2007,2.264
2/19/2007,2.315
2/26/2007,2.409
3/5/2007,2.578
3/12/2007,2.612
3/19/2007,2.618
3/26/2007,2.647
4/2/2007,2.729
4/9/2007,2.847
4/16/2007,2.944
4/23/2007,2.946
4/30/2007,3.01
5/7/2007,3.026
5/14/2007,3.027
5/21/2007,3.161
5/28/2007,3.163
6/4/2007,3.132
6/11/2007,3.077
6/18/2007,3.021
6/25/2007,2.983
7/2/2007,2.956
7/9/2007,2.963
7/16/2007,3.028
7/23/2007,2.983
7/30/2007,2.929
8/6/2007,2.875
8/13/2007,2.808
8/20/2007,2.778
8/27/2007,2.754
9/3/2007,2.778
9/10/2007,2.835
9/17/2007,2.849
9/24/2007,2.894
10/1/2007,2.896
10/8/2007,2.87
10/15/2007,2.849
10/22/2007,2.893
10/29/2007,2.939
11/5/2007,3.073
11/12/2007,3.198
11/19/2007,3.2
11/26/2007,3.195
12/3/2007,3.174
12/10/2007,3.125
12/17/2007,3.103
12/24/2007,3.085
12/31/2007,3.15
1/7/2008,3.207
1/14/2008,3.187
1/21/2008,3.133
1/28/2008,3.102
2/4/2008,3.078
2/11/2008,3.052
2/18/2008,3.136
2/25/2008,3.272
3/3/2008,3.291
3/10/2008,3.323
3/17/2008,3.386
3/24/2008,3.372
3/31/2008,3.369
4/7/2008,3.422
4/14/2008,3.459
4/21/2008,3.577
4/28/2008,3.676
5/5/2008,3.679
5/12/2008,3.77
5/19/2008,3.866
5/26/2008,3.996
6/2/2008,4
6/9/2008,4.049
6/16/2008,4.085
6/23/2008,4.079
6/30/2008,4.091
7/7/2008,4.122
7/14/2008,4.116
7/21/2008,4.105
7/28/2008,4.035
8/4/2008,3.955
8/11/2008,3.87
8/18/2008,3.792
8/25/2008,3.732
9/1/2008,3.746
9/8/2008,3.732
9/15/2008,3.916
9/22/2008,3.823
9/29/2008,3.771
10/6/2008,3.66
10/13/2008,3.358
10/20/2008,3.019
10/27/2008,2.735
11/3/2008,2.467
11/10/2008,2.291
11/17/2008,2.168
11/24/2008,2.021
12/1/2008,1.926
12/8/2008,1.815
12/15/2008,1.751
12/22/2008,1.753
12/29/2008,1.713
1/5/2009,1.745
1/12/2009,1.879
1/19/2009,1.944
1/26/2009,1.945
2/2/2009,1.986
2/9/2009,2.024
2/16/2009,2.069
2/23/2009,2.018
3/2/2009,2.022
3/9/2009,2.03
3/16/2009,2.018
3/23/2009,2.048
3/30/2009,2.129
4/6/2009,2.142
4/13/2009,2.157
4/20/2009,2.161
4/27/2009,2.142
5/4/2009,2.133
5/11/2009,2.299
5/18/2009,2.376
5/25/2009,2.455
6/1/2009,2.527
6/8/2009,2.632
6/15/2009,2.71
6/22/2009,2.754
6/29/2009,2.734
7/6/2009,2.701
7/13/2009,2.625
7/20/2009,2.552
7/27/2009,2.532
8/3/2009,2.575
8/10/2009,2.644
8/17/2009,2.676
8/24/2009,2.654
8/31/2009,2.639
9/7/2009,2.596
9/14/2009,2.556
9/21/2009,2.515
9/28/2009,2.479
10/5/2009,2.449
10/12/2009,2.486
10/19/2009,2.612
10/26/2009,2.763
11/2/2009,2.788
11/9/2009,2.761
11/16/2009,2.736
11/23/2009,2.728
11/30/2009,2.724
12/7/2009,2.743
12/14/2009,2.694
12/21/2009,2.689
12/28/2009,2.69
1/4/2010,2.746
1/11/2010,2.829
1/18/2010,2.856
1/25/2010,2.816
2/1/2010,2.777
2/8/2010,2.744
2/15/2010,2.715
2/22/2010,2.757
3/1/2010,2.812
3/8/2010,2.853
3/15/2010,2.897
3/22/2010,2.902
3/29/2010,2.876
4/5/2010,2.883
4/12/2010,2.926
4/19/2010,2.925
4/26/2010,2.904
5/3/2010,2.944
5/10/2010,2.959
5/17/2010,2.918
5/24/2010,2.851
5/31/2010,2.766
6/7/2010,2.723
6/14/2010,2.688
6/21/2010,2.732
6/28/2010,2.742
7/5/2010,2.718
7/12/2010,2.696
7/19/2010,2.688
7/26/2010,2.725
8/2/2010,2.733
8/9/2010,2.788
8/16/2010,2.755
8/23/2010,2.71
8/30/2010,2.681
9/6/2010,2.663
9/13/2010,2.708
9/20/2010,2.758
9/27/2010,2.732
10/4/2010,2.748
10/11/2010,2.85
10/18/2010,2.874
10/25/2010,2.853
11/1/2010,2.833
11/8/2010,2.878
11/15/2010,2.918
11/22/2010,2.918
11/29/2010,2.907
12/6/2010,3.003
12/13/2010,3.045
12/20/2010,3.04
12/27/2010,3.142
1/3/2011,3.142
1/10/2011,3.161
1/17/2011,3.187
1/24/2011,3.185
1/31/2011,3.154
2/7/2011,3.173
2/14/2011,3.187
2/21/2011,3.209
2/28/2011,3.457
3/7/2011,3.604
3/14/2011,3.62
3/21/2011,3.605
3/28/2011,3.64
4/4/2011,3.717
4/11/2011,3.835
4/18/2011,3.881
4/25/2011,3.875
5/2/2011,3.942
5/9/2011,3.982
5/16/2011,3.964
5/23/2011,3.868
5/30/2011,3.783
6/6/2011,3.731
6/13/2011,3.676
6/20/2011,3.642
6/27/2011,3.581
7/4/2011,3.547
7/11/2011,3.659
7/18/2011,3.71
7/25/2011,3.739
8/1/2011,3.766
8/8/2011,3.724
8/15/2011,3.655
8/22/2011,3.613
8/29/2011,3.619
9/5/2011,3.662
9/12/2011,3.638
9/19/2011,3.592
9/26/2011,3.51
10/3/2011,3.444
10/10/2011,3.404
10/17/2011,3.474
10/24/2011,3.5
10/31/2011,3.478
11/7/2011,3.44
11/14/2011,3.473
11/21/2011,3.432
11/28/2011,3.374
12/5/2011,3.345
12/12/2011,3.363
12/19/2011,3.324
12/26/2011,3.321
1/2/2012,3.385
1/9/2012,3.491
1/16/2012,3.485
1/23/2012,3.5
1/30/2012,3.599
2/6/2012,3.617
2/13/2012,3.716
2/20/2012,3.738
2/27/2012,3.822
3/5/2012,3.858
3/12/2012,3.853
3/19/2012,3.893
3/26/2012,3.976
4/2/2012,3.995
4/9/2012,4.032
4/16/2012,3.999
4/23/2012,3.935
4/30/2012,3.854
5/7/2012,3.769
5/14/2012,3.687
5/21/2012,3.613
5/28/2012,3.536
6/4/2012,3.489
6/11/2012,3.428
6/18/2012,3.387
6/25/2012,3.331
7/2/2012,3.258
7/9/2012,3.349
7/16/2012,3.363
7/23/2012,3.476
7/30/2012,3.493
8/6/2012,3.608
8/13/2012,3.695
8/20/2012,3.717
8/27/2012,3.801
9/3/2012,3.842
9/10/2012,3.843
9/17/2012,3.865
9/24/2012,3.816
10/1/2012,3.762
10/8/2012,3.734
10/15/2012,3.789
10/22/2012,3.698
10/29/2012,3.575
11/5/2012,3.489
11/12/2012,3.426
11/19/2012,3.389
11/26/2012,3.458
12/3/2012,3.433
12/10/2012,3.394
12/17/2012,3.321
12/24/2012,3.334
12/31/2012,3.442
1/7/2013,3.469
1/14/2013,3.529
1/21/2013,3.486
1/28/2013,3.488
2/4/2013,3.648
2/11/2013,3.723
2/18/2013,3.858
2/25/2013,3.925
3/4/2013,3.876
3/11/2013,3.831
3/18/2013,3.79
3/25/2013,3.748
4/1/2013,3.699
4/8/2013,3.655
4/15/2013,3.596
4/22/2013,3.534
4/29/2013,3.513
5/6/2013,3.503
5/13/2013,3.559
5/20/2013,3.551
5/27/2013,3.55
6/3/2013,3.529
6/10/2013,3.537
6/17/2013,3.604
6/24/2013,3.588
7/1/2013,3.533
7/8/2013,3.517
7/15/2013,3.646
7/22/2013,3.693
7/29/2013,3.688
8/5/2013,3.663
8/12/2013,3.61
8/19/2013,3.589
8/26/2013,3.592
9/2/2013,3.667
9/9/2013,3.64
9/16/2013,3.561
9/23/2013,3.492
9/30/2013,3.43
10/7/2013,3.386
10/14/2013,3.37
10/21/2013,3.431
10/28/2013,3.366
11/4/2013,3.329
11/11/2013,3.29
11/18/2013,3.351
11/25/2013,3.536
12/2/2013,3.569
12/9/2013,3.535
12/16/2013,3.493
12/23/2013,3.487
12/30/2013,3.496
1/6/2014,3.532
1/13/2014,3.499
1/20/2014,3.465
1/27/2014,3.449
2/3/2014,3.424
2/10/2014,3.408
2/17/2014,3.484
2/24/2014,3.551
3/3/2014,3.538
3/10/2014,3.548
3/17/2014,3.636
3/24/2014,3.644
3/31/2014,3.737
4/7/2014,3.742
4/14/2014,3.777
4/21/2014,3.839
4/28/2014,3.823
5/5/2014,3.788
5/12/2014,3.752
5/19/2014,3.721
5/26/2014,3.698
6/2/2014,3.667
6/9/2014,3.65
6/16/2014,3.636
6/23/2014,3.691
6/30/2014,3.708
7/7/2014,3.677
7/14/2014,3.638
7/21/2014,3.578
7/28/2014,3.518
8/4/2014,3.485
8/11/2014,3.441
8/18/2014,3.415
8/25/2014,3.398
9/1/2014,3.451
9/8/2014,3.431
9/15/2014,3.387
9/22/2014,3.359
9/29/2014,3.353
10/6/2014,3.396
10/13/2014,3.319
10/20/2014,3.217
10/27/2014,3.11
11/3/2014,3.041
11/10/2014,3.002
11/17/2014,2.952
11/24/2014,2.9
12/1/2014,2.862
12/8/2014,2.794
12/15/2014,2.69
12/22/2014,2.574
12/29/2014,2.486
1/5/2015,2.406
1/12/2015,2.307
1/19/2015,2.206
1/26/2015,2.155
2/2/2015,2.148
2/9/2015,2.266
2/16/2015,2.389
2/23/2015,2.426
3/2/2015,2.534
3/9/2015,2.526
3/16/2015,2.522
3/23/2015,2.5
3/30/2015,2.637
4/6/2015,2.566
4/13/2015,2.544
4/20/2015,2.566
4/27/2015,2.65
5/4/2015,2.653
5/11/2015,2.697
5/18/2015,2.689
5/25/2015,2.733
6/1/2015,2.715
6/8/2015,2.784
6/15/2015,2.795
6/22/2015,2.777
6/29/2015,2.769
7/6/2015,2.745
7/13/2015,2.728
7/20/2015,2.677
7/27/2015,2.636
8/3/2015,2.563
8/10/2015,2.511
8/17/2015,2.491
8/24/2015,2.438
8/31/2015,2.362
9/7/2015,2.325
9/14/2015,2.282
9/21/2015,2.216
9/28/2015,2.211
10/5/2015,2.228
10/12/2015,2.322
10/19/2015,2.268
10/26/2015,2.203
11/2/2015,2.176
11/9/2015,2.236
11/16/2015,2.289
11/23/2015,2.204
11/30/2015,2.168
12/7/2015,2.153
12/14/2015,2.135
12/21/2015,2.127
12/28/2015,2.11
1/4/2016,2.092
1/11/2016,2.064
1/18/2016,1.999
1/25/2016,1.958
2/1/2016,1.921
2/8/2016,1.887
2/15/2016,1.857
2/22/2016,1.857
2/29/2016,1.85
3/7/2016,1.972
3/14/2016,2.019
3/21/2016,2.151
3/28/2016,2.176
4/4/2016,2.171
4/11/2016,2.154
4/18/2016,2.153
4/25/2016,2.162
5/2/2016,2.327
5/9/2016,2.308
5/16/2016,2.288
5/23/2016,2.306
5/30/2016,2.339
6/6/2016,2.463
6/13/2016,2.448
6/20/2016,2.4
6/27/2016,2.359
7/4/2016,2.34
7/11/2016,2.305
7/18/2016,2.248
7/25/2016,2.206
8/1/2016,2.169
8/8/2016,2.144
8/15/2016,2.199
8/22/2016,2.238
8/29/2016,2.323
9/5/2016,2.34
9/12/2016,2.308
9/19/2016,2.281
9/26/2016,2.268
10/3/2016,2.271
10/10/2016,2.315
10/17/2016,2.382
10/24/2016,2.367
10/31/2016,2.342
11/7/2016,2.313
11/14/2016,2.267
11/21/2016,2.197
11/28/2016,2.198
12/5/2016,2.318
12/12/2016,2.339
12/19/2016,2.455
12/26/2016,2.441
1/2/2017,2.552
1/9/2017,2.531
1/16/2017,2.493
1/23/2017,2.449
1/30/2017,2.412
2/6/2017,2.384
2/13/2017,2.375
2/20/2017,2.383
2/27/2017,2.372
3/6/2017,2.394
3/13/2017,2.372
3/20/2017,2.363
3/27/2017,2.415
4/3/2017,2.422
4/10/2017,2.573
4/17/2017,2.552
4/24/2017,2.61
5/1/2017,2.551
5/8/2017,2.483
5/15/2017,2.432
5/22/2017,2.416
5/29/2017,2.41
6/5/2017,2.517
6/12/2017,2.459
6/19/2017,2.374
6/26/2017,2.301
7/3/2017,2.256
7/10/2017,2.249
7/17/2017,2.234
7/24/2017,2.338
7/31/2017,2.436
8/7/2017,2.407
8/14/2017,2.385
8/21/2017,2.358
8/28/2017,2.459
9/4/2017,2.85
9/11/2017,2.836
9/18/2017,2.82
9/25/2017,2.777
10/2/2017,2.708
10/9/2017,2.62
10/16/2017,2.548
10/23/2017,2.504
10/30/2017,2.477
11/6/2017,2.485
11/13/2017,2.671
11/20/2017,2.612
11/27/2017,2.578
12/4/2017,2.552
12/11/2017,2.518
12/18/2017,2.479
12/25/2017,2.451
1/1/2018,2.588
1/8/2018,2.579
1/15/2018,2.577
1/22/2018,2.682
1/29/2018,2.676
2/5/2018,2.745
2/12/2018,2.775
2/19/2018,2.677
2/26/2018,2.618
3/5/2018,2.661
3/12/2018,2.589
3/19/2018,2.666
3/26/2018,2.679
4/2/2018,2.773
4/9/2018,2.727
4/16/2018,2.733
4/23/2018,2.874
4/30/2018,2.857
5/7/2018,2.831
5/14/2018,2.854
5/21/2018,2.855
5/28/2018,2.942
6/4/2018,2.887
6/11/2018,2.816
6/18/2018,2.771
6/25/2018,2.726
7/2/2018,2.764
7/9/2018,2.749
7/16/2018,2.825
7/23/2018,2.776
7/30/2018,2.801
8/6/2018,2.784
8/13/2018,2.835
8/20/2018,2.786
8/27/2018,2.756
9/3/2018,2.832
9/10/2018,2.792
9/17/2018,2.777
9/24/2018,2.764
10/1/2018,2.863
10/8/2018,2.861
10/15/2018,2.834
10/22/2018,2.795
10/29/2018,2.741
11/5/2018,2.671
11/12/2018,2.608
11/19/2018,2.543
11/26/2018,2.455
12/3/2018,2.374
12/10/2018,2.335
12/17/2018,2.332
12/24/2018,2.269
12/31/2018,2.218
1/7/2019,2.175
1/14/2019,2.18
1/21/2019,2.273
1/28/2019,2.262
2/4/2019,2.32
2/11/2019,2.284
2/18/2019,2.275
2/25/2019,2.383
3/4/2019,2.503
3/11/2019,2.501
3/18/2019,2.65
3/25/2019,2.653
4/1/2019,2.772
4/8/2019,2.745
4/15/2019,2.822
4/22/2019,2.771
4/29/2019,2.737
5/6/2019,2.805
5/13/2019,2.732
5/20/2019,2.673
5/27/2019,2.627
6/3/2019,2.593
6/10/2019,2.619
6/17/2019,2.505
6/24/2019,2.451
7/1/2019,2.565
7/8/2019,2.702
7/15/2019,2.656
7/22/2019,2.686
7/29/2019,2.594
8/5/2019,2.527
8/12/2019,2.45
8/19/2019,2.436
8/26/2019,2.389
9/2/2019,2.48
9/9/2019,2.459
9/16/2019,2.429
9/23/2019,2.528
9/30/2019,2.465
10/7/2019,2.495
10/14/2019,2.437
10/21/2019,2.488
10/28/2019,2.418
11/4/2019,2.473
11/11/2019,2.429
11/18/2019,2.399
11/25/2019,2.402
12/2/2019,2.48
12/9/2019,2.554
12/16/2019,2.494
12/23/2019,2.457
12/30/2019,2.494
1/6/2020,2.576
1/13/2020,2.52
1/20/2020,2.546
1/27/2020,2.474
2/3/2020,2.401
2/10/2020,2.409
2/17/2020,2.357
2/24/2020,2.444
3/2/2020,2.374
3/9/2020,2.309
3/16/2020,2.217
3/23/2020,2.121
3/30/2020,2.014
4/6/2020,1.949
4/13/2020,1.897
4/20/2020,1.86
4/27/2020,1.837
5/4/2020,1.821
5/11/2020,1.817
5/18/2020,1.819
5/25/2020,1.941
6/1/2020,1.943
6/8/2020,1.96
6/15/2020,2.067
6/22/2020,2.078
6/29/2020,2.08
7/6/2020,2.162
7/13/2020,2.164
7/20/2020,2.129
7/27/2020,2.11
8/3/2020,2.203
8/10/2020,2.175
8/17/2020,2.132
8/24/2020,2.11
8/31/2020,2.107
9/7/2020,2.246
9/14/2020,2.208
9/21/2020,2.167
9/28/2020,2.126
10/5/2020,2.227
10/12/2020,2.198
10/19/2020,2.159
10/26/2020,2.111
11/2/2020,2.071
11/9/2020,2.03
11/16/2020,2.023
11/23/2020,2.069
11/30/2020,2.075
12/7/2020,2.195
12/14/2020,2.178
12/21/2020,2.251
12/28/2020,2.245
1/4/2021,2.246
1/11/2021,2.341
1/18/2021,2.352
1/25/2021,2.434
2/1/2021,2.407
2/8/2021,2.517
2/15/2021,2.499
2/22/2021,2.65
3/1/2021,2.646
3/8/2021,2.754
3/15/2021,2.904
3/22/2021,2.962
3/29/2021,2.912
4/5/2021,2.881
4/12/2021,2.89
4/19/2021,2.863
4/26/2021,2.824
5/3/2021,2.815
5/10/2021,2.915
5/17/2021,2.932
5/24/2021,2.908
5/31/2021,2.902
6/7/2021,2.888
6/14/2021,3.014
6/21/2021,2.978
6/28/2021,2.976
7/5/2021,3.056
7/12/2021,3.046
7/19/2021,3.023
7/26/2021,2.993
8/2/2021,2.998
8/9/2021,3.059
8/16/2021,3.056
8/23/2021,3.013
8/30/2021,2.994
9/6/2021,3.065
9/13/2021,3.041
9/20/2021,3.134
9/27/2021,3.096
10/4/2021,3.074
10/11/2021,3.22
10/18/2021,3.221
10/25/2021,3.362
11/1/2021,3.348
11/8/2021,3.321
11/15/2021,3.299
11/22/2021,3.396
11/29/2021,3.376
12/6/2021,3.318
12/13/2021,3.285
12/20/2021,3.25
12/27/2021,3.25
1/3/2022,3.234
1/10/2022,3.21
1/17/2022,3.252
1/24/2022,3.261
1/31/2022,3.384
2/7/2022,3.502
2/14/2022,3.485
2/21/2022,3.537
2/28/2022,3.556
3/7/2022,4.082
3/14/2022,4.366
3/21/2022,4.166
3/28/2022,4.129
4/4/2022,4.181
4/11/2022,4.082
4/18/2022,4.026
4/25/2022,4.131
5/2/2022,4.222
5/9/2022,4.236
5/16/2022,4.542
5/23/2022,4.518
5/30/2022,4.623
6/6/2022,4.807
6/13/2022,4.937
6/20/2022,4.823
6/27/2022,4.667
7/4/2022,4.533
7/11/2022,4.421
7/18/2022,4.283
7/25/2022,4.12
8/1/2022,3.965
8/8/2022,3.787
8/15/2022,3.661
8/22/2022,3.556
8/29/2022,3.639
9/5/2022,3.532
9/12/2022,3.475
9/19/2022,3.453
9/26/2022,3.43
10/3/2022,3.209
10/10/2022,3.373
10/17/2022,3.442
10/24/2022,3.396
10/31/2022,3.31
11/7/2022,3.491
11/14/2022,3.587
11/21/2022,3.486
11/28/2022,3.425
12/5/2022,3.295
12/12/2022,3.18
12/19/2022,3.045
12/26/2022,3.021
1/2/2023,3.34
1/9/2023,3.32
1/16/2023,3.322
1/23/2023,3.45
1/30/2023,3.583
2/6/2023,3.507
2/13/2023,3.409
2/20/2023,3.318
2/27/2023,3.321
3/6/2023,3.252
3/13/2023,3.35
3/20/2023,3.466
3/27/2023,3.395
4/3/2023,3.506
4/10/2023,3.626
4/17/2023,3.598
4/24/2023,3.737
5/1/2023,3.661
5/8/2023,3.572
5/15/2023,3.509
5/22/2023,3.434
5/29/2023,3.467
6/5/2023,3.392
6/12/2023,3.525
6/19/2023,3.455
6/26/2023,3.409
7/3/2023,3.332
7/10/2023,3.502
7/17/2023,3.449
7/24/2023,3.521
7/31/2023,3.693
8/7/2023,3.847
8/14/2023,3.768
8/21/2023,3.841
8/28/2023,3.743
9/4/2023,3.727
9/11/2023,3.639
9/18/2023,3.732
9/25/2023,3.622
10/2/2023,3.518
10/9/2023,3.504
10/16/2023,3.371
10/23/2023,3.257
10/30/2023,3.331
11/6/2023,3.194
11/13/2023,3.217
11/20/2023,3.075
11/27/2023,3.055
12/4/2023,3.195
12/11/2023,3.031
12/18/2023,2.91
12/25/2023,3.187
